customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
320A-B,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,71.38646400056086,292.38902083026886,Yes
321A-B,Male,0,No,No,3,No,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),48.12819811224922,135.87989738156253,Yes
322A-B,Male,0,Yes,No,45,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),58.32614932850131,2638.3815960776888,No
323A-B,Male,1,No,Yes,45,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,46.35389220560763,2076.114331136649,No
324A-B,Male,0,No,No,7,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.685452152178364,377.1886988883739,No
325A-B,Male,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.7417605603347,1097.7277960980855,No
326A-B,Female,0,Yes,No,37,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,57.00207115267866,2096.8474448690677,No
327A-B,Female,0,No,No,29,Yes,No,No,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),107.67690864880136,3129.042632815758,No
328A-B,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,No,Electronic check,23.536966756160503,1417.0806407525254,No
329A-B,Female,0,Yes,No,46,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,48.243906893271316,2205.48656732729,No
330A-B,Female,1,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,32.66110347908346,139.42110742652727,Yes
331A-B,Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),42.28577124425094,840.2520811632281,Yes
332A-B,Female,0,No,No,51,No,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.54341788052271,4258.253860514002,Yes
333A-B,Male,0,No,No,30,No,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,62.28577750106182,1861.031522959959,No
334A-B,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,41.55224012267675,1246.3920682304367,No
335A-B,Male,1,No,Yes,1,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.1063590474485,67.72595089744989,Yes
336A-B,Female,1,No,No,19,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),30.966335024621316,612.0175317484425,Yes
337A-B,Male,1,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),97.84661803798777,98.67316116180079,Yes
338A-B,Male,0,No,No,32,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),103.07489785626535,3294.8840260890197,No
339A-B,Female,0,Yes,Yes,7,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,96.80946502544222,675.8538414450794,Yes
340A-B,Female,1,No,No,8,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),19.88291202838657,162.8394113195901,Yes
341A-B,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.324172357434886,1635.6054737491052,No
342A-B,Male,0,Yes,Yes,9,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),54.26263011133114,494.49866009443105,No
343A-B,Female,1,Yes,No,26,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),81.5699838970267,2137.842813110269,No
344A-B,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.051865263798838,118.18920608595842,Yes
345A-B,Female,0,Yes,Yes,7,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.29995078663389,781.1501102801802,Yes
346A-B,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,43.25263247371939,366.4975443801685,Yes
347A-B,Female,0,No,No,37,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),30.480653085057057,1130.2473118252171,No
348A-B,Male,0,No,Yes,8,No,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,87.32413340652867,689.9062259530855,Yes
349A-B,Male,0,No,Yes,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,20.184322334753407,389.6156062662581,Yes
350A-B,Male,0,Yes,No,59,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),43.1390261331486,2541.3672354749606,No
351A-B,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,24.921894637260387,50.48469772284305,Yes
352A-B,Female,0,Yes,No,19,Yes,Yes,No,No,Yes,No,No,No internet service,No,One year,No,Electronic check,102.00798220080068,1936.1698728189244,No
353A-B,Female,0,No,No,69,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,109.2538021822402,7539.485502259624,No
354A-B,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),107.83130757730363,445.56911119555195,Yes
355A-B,Male,0,No,Yes,45,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),80.01891188200162,3588.829619743633,No
356A-B,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.54210514284863,804.8706673495473,Yes
357A-B,Male,0,No,No,8,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.5990746438938,490.6321554479823,No
358A-B,Female,0,No,No,57,No,No,No,No,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),75.26193281069004,4282.243080645676,No
359A-B,Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),112.6437928507183,5177.851805647411,No
360A-B,Female,0,Yes,Yes,71,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Electronic check,96.82127950274918,6880.09236164437,No
361A-B,Male,1,No,No,6,Yes,No phone service,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.940280533761708,156.6365852138529,Yes
362A-B,Female,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,66.33826061290945,1061.5015329743032,No
363A-B,Male,1,No,Yes,59,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,89.39798019214854,5276.960919800815,No
364A-B,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.22511517933916,6272.881892220983,No
365A-B,Female,0,Yes,Yes,38,No,No,No,No,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),115.24566337727613,4380.337712636359,No
366A-B,Male,0,Yes,No,54,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),67.38114928201242,3638.0675099674304,No
367A-B,Male,0,Yes,Yes,1,No,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.1490960973197,100.5032650511581,Yes
368A-B,Male,0,No,Yes,2,No,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.41202034401221,106.98773276677082,Yes
369A-B,Male,0,Yes,No,5,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),111.28796105991276,553.5887127746962,No
370A-B,Male,1,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),87.00296646949067,881.2766106169146,No
371A-B,Female,0,No,Yes,58,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.69990719208397,4104.344446071212,No
372A-B,Male,0,Yes,Yes,5,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),89.53644868443968,440.0336423844492,Yes
373A-B,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,108.94968290498198,7206.471142105123,No
374A-B,Male,0,Yes,No,27,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,35.74042399221199,969.2242884005656,No
375A-B,Female,0,Yes,No,2,No,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,45.48559846596335,87.20182819695597,Yes
376A-B,Female,0,No,No,21,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.24138268142954,1116.5036983801162,No
377A-B,Male,0,No,No,68,No,No,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),73.68948559972696,5008.275669019456,No
378A-B,Female,0,Yes,No,60,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,81.58031993044798,4894.6867250188525,No
379A-B,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,20.452896418825695,171.59762184521875,Yes
380A-B,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),28.670072111168906,837.2373253784066,No
381A-B,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,35.599594776331244,352.79829116963526,No
382A-B,Male,0,Yes,No,1,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.50892907605399,74.10438273775459,Yes
383A-B,Male,0,Yes,Yes,1,Yes,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),93.3486067807529,92.00201333914798,Yes
384A-B,Female,0,No,Yes,7,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.320111896216844,355.9387693679472,Yes
385A-B,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.70100066924129,339.18362539924266,Yes
386A-B,Male,1,Yes,No,22,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,113.47205767049586,2501.017865727703,Yes
387A-B,Male,0,No,Yes,39,Yes,Yes,No,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),80.8501074376685,3151.1728796238817,No
388A-B,Female,0,Yes,Yes,4,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),105.49588138801012,431.0632246515788,Yes
389A-B,Female,0,No,No,5,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),84.29690707819,435.6103214423943,Yes
390A-B,Male,0,No,No,52,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),56.85238530128402,2966.0856265877655,No
391A-B,Female,1,Yes,Yes,61,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,95.51751979280981,5814.843510990514,No
392A-B,Female,1,Yes,Yes,38,No,No phone service,No,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,30.303950530045405,1157.9105932222444,No
393A-B,Female,0,No,No,64,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),98.65240064178862,6313.9521109409325,No
394A-B,Female,1,No,Yes,39,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,85.92300134975538,3360.745051201004,Yes
395A-B,Female,0,No,No,2,No,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,64.6953168406337,133.77626649131741,Yes
396A-B,Male,0,Yes,Yes,58,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Mailed check,62.44985732740298,3615.74261423097,No
397A-B,Female,0,Yes,No,11,No,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.53369995239829,704.2787248740509,Yes
398A-B,Female,0,Yes,Yes,3,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,89.16600285837127,271.5793321927202,Yes
399A-B,Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,47.60592977932285,2429.6626413444396,No
400A-B,Female,0,No,Yes,6,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.6972726466516,679.9735000638357,No
401A-B,Male,0,No,Yes,2,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,95.56799002044824,186.15294642999467,Yes
402A-B,Male,1,Yes,No,42,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),20.161500384025526,842.8230985890832,No
403A-B,Male,0,Yes,Yes,55,No,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),51.40354102917841,2822.8376513419003,No
404A-B,Male,0,Yes,No,44,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,104.99249376135597,4622.635755454411,No
405A-B,Male,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.62953483458384,537.0730338164855,Yes
406A-B,Female,0,Yes,No,71,No,Yes,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),94.80548555802658,6746.751444075937,No
407A-B,Male,0,Yes,Yes,22,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,38.08610984429642,833.3871645357164,No
408A-B,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),19.282414931211836,205.4285017698939,Yes
409A-B,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.4299916926616,4023.931413888285,No
410A-B,Female,1,No,No,3,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,108.71525722830236,320.4697384793967,Yes
411A-B,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,26.764488647311488,25.73920180388876,Yes
412A-B,Male,0,Yes,No,2,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.0009585809762,165.29192554458677,Yes
413A-B,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.05014019984355,810.443335700062,Yes
414A-B,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,48.992391937511925,2009.3191940358822,No
415A-B,Female,0,Yes,Yes,11,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.379881209646584,457.6714964551591,Yes
416A-B,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,109.5075147755905,1525.4081850507764,No
417A-B,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),86.84522158898328,5830.415965204351,No
418A-B,Female,1,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),59.69750928843317,3467.260916517057,No
419A-B,Male,0,Yes,No,70,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),33.88598819896329,2373.241047776687,No
420A-B,Male,1,Yes,Yes,62,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),24.875738109018627,1549.48012181305,No
421A-B,Female,0,No,No,9,No,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,52.98748302515139,468.81487884190824,Yes
422A-B,Female,0,Yes,No,1,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.26753737040461,57.55754908147141,Yes
423A-B,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),95.35894955786206,3811.915754883527,No
424A-B,Female,1,Yes,No,43,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,104.0445518166793,4479.435308403918,No
425A-B,Female,0,No,No,19,No,No phone service,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Mailed check,37.47349847777286,690.5721333566315,No
426A-B,Female,1,Yes,No,8,No,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,44.81151528003956,349.01032153933613,No
427A-B,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,66.95795086522276,409.98916499005213,Yes
428A-B,Female,1,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),46.70442993523377,2706.6274557710162,No
429A-B,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,42.51400325775397,1229.4572042684983,No
430A-B,Male,0,No,Yes,27,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),96.63747550430736,2609.4319482850233,No
431A-B,Female,0,Yes,Yes,52,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),93.35200265657981,4852.897926960151,Yes
432A-B,Male,0,No,Yes,7,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),100.54556884030816,697.3969427971566,No
433A-B,Male,0,No,No,10,No,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.61991627250924,372.3552944756109,Yes
434A-B,Female,0,No,Yes,10,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,106.51895569165822,1069.9407187127194,No
435A-B,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.30623482195173,5837.5187719347,No
436A-B,Female,0,Yes,Yes,24,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,36.17097376534317,862.4611249277458,No
437A-B,Female,0,No,No,2,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,22.433365842822134,49.19250972248959,Yes
438A-B,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,105.03810404348448,846.2770925509788,Yes
439A-B,Female,0,Yes,Yes,59,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,71.9693180697739,4236.02050131299,No
440A-B,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),88.83537252368365,101.20900391745846,Yes
441A-B,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,No,Credit card (automatic),59.865306445552235,1429.9623249760973,No
442A-B,Female,1,No,No,1,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.042792869954425,57.59459560403637,Yes
443A-B,Male,1,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.31816138019514,461.73774826148724,Yes
444A-B,Male,0,No,No,8,No,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,53.333816636016095,425.9672706203237,Yes
445A-B,Female,0,Yes,Yes,64,No,No,No,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),111.28803030790428,7101.528342357432,No
446A-B,Male,0,Yes,Yes,16,No,No,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,42.405006551806984,671.508359001627,No
447A-B,Male,0,No,No,46,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),22.40730399098618,1026.5731250284114,No
448A-B,Male,1,Yes,No,69,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,84.50223148122872,5818.6741123323345,No
449A-B,Female,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Electronic check,72.59991244495654,2901.4629480719805,No
450A-B,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.24061572969888,109.96527830595313,Yes
451A-B,Female,1,Yes,Yes,52,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Electronic check,24.33474521941914,1264.7778656587623,No
452A-B,Female,1,No,No,33,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),56.54618686507444,1873.0320418616445,No
453A-B,Male,1,Yes,Yes,39,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,35.29045414599629,1379.2723459493598,No
454A-B,Female,0,No,No,5,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,22.07895598127167,119.67796789229152,Yes
455A-B,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,56.26049916726662,887.6420844250989,No
456A-B,Female,0,No,No,63,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,92.80106465088888,5841.665942118673,No
457A-B,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.928722526952654,261.3719035020947,Yes
458A-B,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,27.516284961332143,462.6108347597492,Yes
459A-B,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),68.12038418526885,4155.345955328253,No
460A-B,Female,1,Yes,No,35,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,51.4421794175508,1794.465497422516,No
461A-B,Female,1,No,No,6,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,105.86776655991125,642.7340995029605,No
462A-B,Male,0,Yes,No,32,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,89.63441868060532,2876.3949651710836,No
463A-B,Female,1,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.91285668544737,627.6271387469544,Yes
464A-B,Female,0,Yes,No,49,No,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),22.63427502917326,1110.2116907242118,No
465A-B,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),58.95852776335889,3837.257353756174,No
466A-B,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,104.12645604457967,1041.98946096208,Yes
467A-B,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,35.28654851472834,2087.5104810365024,No
468A-B,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.24183338299945,1887.2019922867978,Yes
469A-B,Female,0,No,No,3,No,No,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.01706676116713,249.46603636544992,Yes
470A-B,Female,0,No,Yes,19,No,No phone service,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,90.90071943440257,1738.1639704842853,No
471A-B,Female,0,No,No,11,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,77.10274694033545,837.6296868114082,Yes
472A-B,Female,1,No,No,9,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.89599276463529,250.74408057142915,No
473A-B,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.90030731895976,663.0533677872121,Yes
474A-B,Male,0,No,Yes,36,No,No phone service,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,23.542639569558116,862.5781649962904,No
475A-B,Female,1,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,79.91139988792261,85.1825235457654,Yes
476A-B,Male,0,No,No,54,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),116.02511642122643,6269.482905870387,No
477A-B,Female,1,Yes,No,33,Yes,No phone service,No,No,No,Yes,No,Yes,No,One year,No,Mailed check,105.79541399022709,3494.7286830809,No
478A-B,Female,1,No,No,35,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,39.16132135319586,1381.534995669421,No
479A-B,Female,0,No,Yes,52,No,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),66.83197129828469,3474.3586418614686,No
480A-B,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.02727552466829,1162.3771631674017,No
